^:<name=gwgz footnote=ck preload=true>	note
110.紛綸	忙碌。
110.折獄	斷案。
110.籠	包括。
110.張趙	指張敞、趙廣漢。二人都是西漢名臣，都做過京兆尹。
110.圖	法度。這里指政績。
110.架	通“駕”，超越。
110.卓	指卓茂。東漢人，做過密云縣令，頗有政績。
110.魯	指魯恭。東漢人，做過中牟縣令，頗負德名。
110.錄	前代的典籍史傳等。這里指政績。
110.蹤	追隨。
110.三輔	西漢京畿地方分成三個相當于郡的政區，即京兆尹、左馮翊、右扶風，合稱三輔。
110.豪	豪杰。西漢時，趙廣漢、張敞、王尊、王章、王駿曾先后做過三輔長官，有政績，稱為三輔豪。
110.九州牧	傳說古代把天下分為九州，州的長官稱牧。這里指全國各地方行政長官。
110.澗戶	澗兩邊的山構成門戶形狀。
110.延佇	長久站立。
110.還飆	旋風。還，通“旋”。
110.寫霧	流動的霧。寫，通“瀉”。
110.楹	廳堂前邊的柱子。
110.蕙帳	指隱士的用蕙草編成的帷帳。蕙，香草名。
110.投簪	指脫掉烏紗帽，棄官歸隱。簪，冠簪。這句用的是漢代疏廣棄官到東海隱居的故事。
110.蘭	指蘭佩。傳說是隱士的服飾。
110.塵纓	塵世的冠帶。
110.北隴	北山。
110.攢峰	聚在一起的山峰。
110.竦	伸長脖子、提起腳跟站著。
110.游子	離家遠游的人。這里指周颙。
110.吊	慰問。指北山因受周颙之欺，周圍的峰壑都譏誚它，卻沒有人去慰問。
110.騁	疾速傳播。
110.西山	當指首陽山。伯夷、叔齊隱居于此，曾唱“登彼西山兮，采其薇矣”的歌。
110.東皋	東面的水邊高地。東晉陶淵明隱居不仕，曾有“登東皋以舒嘯，臨清流而賦詩”的話，抒寫他隱居之樂。
110.素謁	陳述真情。
110.下邑	對京城來說，縣稱下邑。這里指周子所主管的縣。
110.浪栧	使船快行。浪，鼓動。栧，槳。
110.上京	國都，這里指建康（今南京）。
110.魏闕	宮門外兩側巍然高聳的樓觀，其下為懸布法令的地方。這里指朝廷。
110.或	又。
110.假步	借步。
110.山扃	山門。
110.芳杜	香草，即杜若。
110.滓	污穢。
110.塵	污染。
110.游躅	指隱者留下的足跡。
110.扃	關閉。這里用作動詞。
110.岫幌	山穴的帷幔。岫，山穴。幌，帷幔，窗簾。
110.杜	杜絕，阻塞。
110.妄轡	擅自來的車馬。
110.瞋膽	使肝膽發怒。瞋，怒。
110.疊穎	這里指重重疊疊的草穗。
110.柯	樹枝。
110.君	這里指北山山神。
110.逋客	指周子。逋，逃亡。
111.浚	深挖。
111.神器	指帝位。
111.域中	這里指天地之間。
111.元首	這里指君主。
111.景	大。
111.克	能夠。
111.殷憂	深憂。
111.物	這里指人和事。
111.吳、越	春秋時期東南方的兩個大國。公元前496年越國幾乎被吳國滅掉。后來越國經過二十年的休養生息，一舉消滅了吳國。這里用吳越兩國比喻仇恨很深。
111.骨肉	親屬。
111.行路	過路人。
111.董	監督。
111.振	通“震”，鎮壓。
111.人	即“民”。因避唐太宗李世民的名諱，改為“人”。
111.載舟覆舟	這里用船和水的關系比喻統治者和人民的關系。水能承載船，也能顛覆船。
111.作	這里指從事勞民傷財的建造事項。
111.沖	謙和。
111.牧	這里指修養。
111.滿盈	都是溢出的意思，比喻驕傲自滿。
111.盤游	游樂，這里指打獵等。
111.三驅	一年打獵三次。因為打獵時必須驅趕禽獸，所以稱打獵為“驅”。一說，網開一面，由三面圍合驅捕禽獸。
111.敬	慎。
111.壅	堵塞。
111.蔽	蒙蔽。
111.黜	排斥。
111.宏	擴大。
111.茲	此。
111.九德	古代的九種道德標準，即“寬而栗、柔而立、愿而恭、亂而敬、擾而毅、直而溫、簡而廉、剛而塞、強而義”。德原作“得”，據《貞觀政要》改。
111.簡	選擇。
111.信	誠實。
111.垂拱	天子垂衣拱手，表示無為而治。
111.百司	百官。
112.偽	當時認為非法的、不被人承認的政權。
112.臨朝	親臨朝廷聽政。
112.地實寒微	指武則天門第低下。地，通“第”，門第。
112.下陳	下列。這里指姬妾。古代宮殿中，婢妾都站列在堂下。
112.更衣	借用漢武帝皇后衛子夫的典故。漢武帝即位數年無子，一天，過平陽公主家，遇到歌女衛子夫，衛子夫因侍候漢武帝更衣得到寵幸這里用來比喻武則天，說她來路不正。
112.洎	及，到。
112.晚節	原來是晚年的意思，這里指年紀稍大之后。
112.春宮	太子居住的宮。當時高宗李治為太子。
112.先帝之私	武則天原為太宗的妃子，太宗死后削發為尼，又入宮成為高宗的妃子。
112.入門見嫉	選進后宮的嬪妃，都遭到她的嫉妒。見，表示被動。
112.蛾眉	眉細長，如蠶蛾之眉。形容女子的美貌。
112.掩袖	以袖掩鼻。戰國時，魏王送給楚懷王一個美人。楚懷王妃子鄭袖怕她奪去自己的寵幸，就騙美人說，大王愛你的美貌，但不喜歡你的鼻子，你如果見了大王，必須掩住鼻子。美人照著辦了。楚王問鄭袖這是什么緣故。鄭袖說，大概是不喜歡聞到您的口臭。楚王大怒，讓人割掉了美人的鼻子。這里是說武則天像鄭袖一樣陰險。
112.工	擅長。
112.狐媚	用狡猾手段迷惑人。
112.踐元后于翚翟	指登上皇后之位。元后，即皇后。翚，有彩色羽毛的野雞。翟，長尾野雞。唐代皇后的禮服飾以翚翟圖形。
112.聚麀	原指兩頭公鹿共有一母鹿。這里指父子共一個配偶，亂了人倫。聚，共。麀，雌鹿。
112.虺	毒蛇的一種。
112.蜴	蜥蜴，俗稱四腳蛇。
112.邪僻	邪惡的人。這里指許敬忠、李義府。許、李等人曾幫助高宗立武則天為皇后，并幫助武則天驅逐褚遂良，逼殺長孫無忌、上官儀等大臣。
112.忠良	忠誠善良的人，指褚遂良、長孫無忌、上官儀等人。三人都反對高宗立武則天為后。因此，褚遂良被貶，郁郁而死，長孫無忌被迫自縊而死，上官儀下獄死。
112.殺姊	實指殺姐姐之女。據說武則天的姐姐韓國夫人，有女賀蘭氏在宮中受寵，武則天用毒藥將她毒死。
112.屠兄	武則天為皇后以后，其異母兄元慶、元爽分別為宗正少卿、少府少監。武則天受她生母榮國夫人的指使，將元慶調出京城，做龍州刺史，元慶到任后便死去。又將元爽調出京城，任濠州刺史，不久又發配振州，也死在那里。
112.弒君鴆母	這里將高宗和武則天的母親楊氏的死都算作武后的罪過。其實，二人都是病死，并非被害。弒，古代子殺父、臣殺君，稱為“弒”。鴆，鳥名，羽毛有毒，浸酒可以毒殺人。
112.嫉	通“疾”，憎惡。
112.神器	指帝位。
112.君之愛子，幽之于別宮	唐高宗死，唐中宗李顯即位，武則天以皇太后名義臨朝稱制。公元684年，武則天廢中宗為廬陵王，立睿宗李旦為皇帝，但實際上也把他軟禁起來。幽，軟禁。
112.賊之宗盟，委之以重任	武則天稱帝，封武承嗣等多人為王，并委以重任。賊，指武則天。宗盟，指同姓宗族。
112.霍子孟	霍光，字子孟，漢武帝時為奉車都尉，受武帝托孤之囑，立漢昭帝，以大司馬大將軍輔政。昭帝死，昌邑王劉賀嗣位，荒淫無道。霍光廢昌邑王，改立漢宣帝劉詢，使漢朝安定下來。
112.朱虛侯	即劉章，西漢齊悼惠王劉肥的次子，封朱虛侯。漢高祖劉邦死后，呂后掌權，呂后一死，諸呂陰謀叛亂。劉章與太尉周勃、丞相陳平等一起消滅諸呂，迎立文帝即位。以上兩句暗責朝中沒有輔佐李家王朝的大臣。
112.燕啄皇孫	西漢成帝時，趙飛燕入宮為皇后，妹為昭儀。姐妹都無子，妒嫉別人，暗中殺害了許多皇子，使成帝無嗣，后來姐妹都因此事而死。當時流傳童謠“燕飛來，啄皇孫，皇孫死，燕啄矢。”武則天為皇后，先殺太子李弘，廢太子李賢為庶人，不久李賢也死在巴州。這里把武則天比作趙飛燕。
112.祚	皇位，國統。
112.龍漦帝后	傳說夏朝衰落的時候，有二龍落于夏廷，自稱是褒地的二君。夏帝把龍留下的涎沫藏起來。到周厲王末年，涎沫流了出來，變成黑黿，后宮一個未成年的宮女遇上了，便懷了孕，生下一個女孩，即褒姒。褒姒后來成為周幽王的妃子，周幽王寵愛她，于是廢申后及太子，申后的父親申侯引犬戎（北方少數民族）入侵，殺幽王于驪山（在今陜西臨潼東南）下，西周滅亡。這里，把武則天比作褒姒。漦，涎沫。
112.識	知道。
112.皇	大。
112.冢子	長子。
112.先君	指徐敬業的祖父李震、父李勣。李勣因輔佐唐太宗建立唐朝有功，封為英國公，并賜姓李。以后子孫世襲英國公。
112.宋微子之興悲	微子名啟，商紂王的庶兄。商亡后，受周武王封，建國于宋（今河南商丘），所以稱宋微子。宋微子朝周，路過殷故都，見一片荒草蓬蒿，觸景傷懷，作《麥秀》詩抒懷寄意。
112.良	確實。
112.有以	有根據，有道理。
112.袁君山	袁安。東漢和帝即位，帝幼弱，竇太后稱制，竇憲擅權。袁安為司徒，屢與竇憲爭論。每與公卿論及國事，常痛哭流涕，帝與大臣咸倚重之。
112.是用	因此。
112.社	土地神。
112.稷	五谷神。古代天子諸侯都立社稷，每年舉行祭祀。后來就把“社稷”作為國家的代稱。
112.推心	等于說人心所向。推，遷移。
112.爰	句首助詞，無義。
112.百越	泛指我國南方及東南方一帶。越，南方少數民族的總稱。
112.山河	應作“三河”。三河，指漢代所設河南、河東、河內三郡。地域相當于今河南、黃河南北及山西一部，是古代帝王相繼建都的地方。徐敬業起兵于揚州，三河在其北，所以說“北盡山（三）河”。
112.鐵騎	指戰馬。
112.玉軸	指戰車。
112.海陵	今江蘇泰縣，唐屬揚州，漢吳王劉濞曾置倉積粟于此。
112.紅粟	陳年的粟。粟因堆積年久而呈紅色。
112.江浦	屬江蘇省，與南京市隔江相望。海陵、江浦，都是起兵之地。
112.班聲	即馬鳴聲。
112.劍氣	傳說晉初牛、斗（古星宿名）之間有紫氣。張華問于雷煥，雷煥回答說：“是寶劍的精氣，上達于天。”后來果然在豫章豐城縣監牢房基下得到兩把寶劍。
112.南斗	即斗宿，二十八宿之一。
112.喑嗚	怒氣郁積。
112.叱咤	呼喝。
112.克	完成。
112.公等	指朝廷和地方的文武官員。
112.漢地	漢朝的封地。這里借指唐朝的封地。唐人詩文中常借用漢代之名來說唐代事。
112.協	合于。
112.周親	至親。
112.膺	受。
112.顧命	帝王臨終時的囑托。
112.宣室	漢代宮殿名。這里指受顧命的地方。
112.一抔之土	一小堆土，指墳墓。抔，用手捧東西。
112.往	往者，死者，指高宗。
112.居	生者，指中宗李顯。
112.勤王	古代天子有難，起兵救助，稱為勤王。
112.大君	即天子，指高宗。
112.坐	白白地，徒然。
112.昧	看不清楚。
112.幾	顯示吉兆。
112.貽	遺留。這里有招致的意思。
112.后至之誅	相傳禹會諸侯于江南，防風氏后到，被戮。這里指怠忽軍令，不積極響應勤王號召者，將受到制裁。
112.域	邦國。
113.南昌	一作“豫章”。豫章是漢時郡名，郡治在南昌（今江西南昌縣）。隋時曾一度改為洪州，唐代成為江南道洪州中都督府治所，所以下面又說是“洪都新府”。
113.星分翼軫	古人用天上二十八宿星座的方位來區分地面的區域，稱之為分野。其中翼軫二星的分野在楚地，洪州位于舊楚地，所以說是“星分翼軫”。
113.衡廬	即衡山和廬山。
113.三江	泛指長江中下游。據說古時大江流過彭蠡湖（即今鄱陽湖），分成三道入海，即所謂三江。鄱陽湖在洪州附近，所以說三江像洪州的衣襟。這里，襟指衣領。古代衣領作交領形。
113.五湖	指太湖、鄱陽湖、青草湖、丹陽湖、洞庭湖。洪州在五湖之間。五湖環繞，如腰間束帶上的白玉。
113.蠻荊	荊即楚，古史中有時稱為蠻荊。
113.甌越	泛指今浙江南部及福建一帶。洪州在古楚地，與古閩越相接。
113.控	控制，鎮守。
113.引	連接。
113.物華	指人世諸物的光華。
113.天寶	天上的寶氣。
113.龍光	這里指寶劍的光芒。
113.牛斗之墟	二十八星宿中兩個稱為牛、斗的星宿所在的方位。據《晉書·張華傳》記載，西晉張華看到牛、斗二星間有紫氣，便問雷煥，雷煥說這是由于豐城有寶劍的精氣上通于天的緣故。豐城屬洪州，所以王勃用這句話贊美和形容洪州的寶物。墟，原指居住的地方，這里指星座。
113.徐孺	即徐稚。稚字孺子，南昌人，東漢時名士。
113.陳蕃	東漢時太尉，曾做過豫章太守。《后漢書·徐稚傳》說，陳蕃素來不接待賓客，只有徐稚來訪才招待，還為他特設一榻，以示尊敬。王勃用這個典故稱贊洪州有杰出的人才。
113.俊彩星馳	俊彩，指人才出眾。星馳，形容人才像繁星一樣放射光芒。意為人才很多，很出色。
113.臺隍	亭臺城池。指洪州。
113.夷夏之交	古代將東南地區稱為夷蠻之地，中原稱為華夏，洪州正處于二地之間，所以用這句話來形容洪州地位的重要。
113.雅望	崇高的名望。
113.棨戟	有衣套的戟，用作官吏出行時的儀仗。這里借指閻都督。
113.遙臨	遠道來臨。
113.宇文新州	一個姓宇文的新任州牧。名字及事跡不詳。或認為新州為州名，在今廣東新興縣。
113.懿范	美德的楷模。
113.襜帷	車子的帷幔。這里借指新任州牧的車馬。
113.暫駐	暫時停留。指參加宴會。
113.十旬	唐制，官員十天休息一天，稱旬休。這里指適逢十日休假的一天。
113.勝友	才華卓越的友人。
113.家君作宰	家君，是對自己父親的稱呼。作宰，指王勃的父親當時正在交趾任地方長官。名區，指洪州。
113.童子	當時王勃很年青，所以自稱童子。
113.躬	親身。
113.序	時序。
113.三秋	秋季三個月，這里指秋季第三個月，即九月。
113.潦水	雨后地面的積水。
113.儼	整齊的樣子。
113.驂騑	駕車的馬，左稱驂，右稱騑。這里指車馬。
113.上路	地勢高的路。
113.崇阿	高大的丘陵。
113.帝子	指滕王。
113.長洲	古苑名。這里指滕王閣所在的地址。
113.飛閣	高閣如騰空飛起。
113.流丹	泛出紅光。因閣用紅色油漆所涂飾。
113.下臨無地	因為滕王閣建立在江邊上，所以登閣下望江面，不見陸地。
113.汀	水邊或水中平地。
113.鳧	野鴨。
113.窮	極盡。
113.縈回	盤旋回繞的樣子。
113.桂殿蘭宮	用桂和木蘭修筑的宮殿，形容滕王閣的華美。
113.披繡闥	打開雕著花紋的門。
113.甍	屋脊。
113.盈視	全部映入眼簾。
113.盱	張大眼睛。
113.駭矚	對著看到的景物感到吃驚。
113.閭閻	里巷的門。這里泛指房屋。
113.撲地	遍地。
113.鐘鳴鼎食	古時貴族吃飯時要奏樂列鼎，鼎中盛食物。所以鐘鳴鼎食之家常用來指富貴人家。
113.迷津	一作彌津，塞滿渡口。
113.軸	通“舳”。船后安舵的地方。這里泛指船。
113.霽	雨雪停止。
113.云衢	指天空。云朵交錯縱橫，有如衢道。
113.彭蠡	彭蠡湖，即鄱陽湖。
113.衡陽之浦	舊時傳說大雁南飛，到衡陽回雁峰就不再南行。所以這里說“聲斷”衡陽之浦。衡陽，今湖南衡陽縣。浦，水邊。
113.遄	急速。
113.爽籟	參差不齊的排簫。爽，參差。籟，一種由多根竹管編排而成的管樂器。
113.纖歌	柔細的歌聲。
113.凝	余音裊裊不絕。
113.遏	止，不動。
113.睢園	漢梁孝王在睢水旁修建的竹園，他常和一些文人在此聚會。
113.彭澤	指東晉末著名詩人陶淵明。他好飲酒，做過彭澤令。
113.樽	酒杯。
113.鄴水朱華	鄴（今河南臨漳）是曹操興起的地方。曹氏父子在這里常和文人聚會。朱華即荷花。曹植《公宴詩》曾提到這里的荷花。王勃借用“鄴水朱華”來比喻滕王閣的盛會。
113.臨川	指南朝山水詩人謝靈運。謝靈運曾任臨川內史。王勃借“臨川之筆”來比喻賓客中文士的才華。
113.四美	指良辰、美景、賞心、樂事。
113.二難	指賢主、嘉賓。
113.睇眄	斜視，指目光上下左右地觀覽。
113.中天	半空中。
113.迥	遠。
113.盈虛	這里指興衰、貴賤、窮通等。王勃是說命運的盛衰、貴賤、窮通，像月亮一樣有盈有虛。
113.吳會	指吳縣，即今蘇州。
113.極	遠。
113.南溟	傳說中極南的海。
113.天柱	傳說昆侖山上有一根銅柱，高入天際，稱為天柱。
113.北辰	北極星。
113.失路	比喻不得志。
113.帝閽	原指天帝的守門者，這里指皇帝的宮門。閽，門。
113.宣室	漢代未央宮前的正室。賈誼曾在此被漢文帝召見，卻不受重用。
113.時運不齊	等于說命運不好。
113.舛	錯亂，這里指不幸、不順利。
113.馮唐	西漢人，有才干而一直不受重用，很老了還只做一個職位很低的官。
113.李廣	西漢名將。抗擊匈奴幾十年，身經百戰，功勞很大，卻終身不得封侯。
113.賈誼	西漢著名政論家、文學家，漢文帝曾想任命他為公卿，后聽信讒言，疏遠了他，讓他做長沙王太傅，以致未能發揮他的政治才能。
113.梁鴻	東漢時高士，由于受漢章帝猜忌，而隱姓埋名，躲到齊魯一帶為人作傭工舂米。
113.海曲	即海隅，指濱海的地方。
113.達人	通達事理的人。
113.寧	難道。
113.移	原作“知”，據《王子安集注》改。
113.青云之志	比喻遠大的志向。
113.貪泉	古代傳說，廣州有貪泉，人喝了這里的水就會變得貪婪。
113.爽	神志清爽。
113.涸轍	干涸的車轍。《莊子·外物篇》有一則寓言說，有一條魚在干涸的車轍里奄奄待斃，哀求一個過路的人給一瓢水，而那人卻許諾它引西江的水來救它。它生氣地說，那樣，還不如到賣干魚的地方去找我的尸體。這里用魚處涸轍來比喻處境很困難。
113.賒	遠。
113.扶搖	旋風。
113.東隅	東方日出處，指早晨。
113.桑榆	日落時，余光照在桑樹、榆樹的頂端，因用桑榆喻黃昏，也用來比喻人的晚年。
113.孟嘗	字伯周，東漢時一個賢能的官吏，但不被重用。
113.阮籍	魏晉時一個不拘禮法、放蕩好飲的文學家。他不滿現實，但又無法解脫心中的憤懣，因此常駕車亂走，走到路盡頭，便大哭而返。
113.三尺微命	三尺，指衣帶下垂部分，即“紳”的長度。三尺，是當時士大夫中最低一級紳的長度。微命，等于說身份卑微。
113.一介	一個。
113.請纓	請求皇帝賜給長纓，意為要求殺敵報國立功。纓，系在馬頸上用來駕車的皮條。
113.等	同，相當。
113.終軍	西漢人，字子云，二十多歲時曾請纓去縛南越王。
113.弱冠	指二十歲。
113.投筆	指棄文從武。《后漢書·班超傳》說班超早年家貧，為官府抄寫文書度日。有一天他投筆于地，說：大丈夫應該“立功異域，以取封侯”。
113.宗愨	南朝宋人，少年時就很有抱負，說要“乘長風破萬里浪”。
113.簪笏	簪是古人束發戴冠時用以固定冠的長針。笏是舊時官吏朝見皇帝時所捧的手版。這里代指俸祿。
113.百齡	百年，一生。
113.奉	侍奉。
113.晨昏	古人早晚要向父母請安。
113.謝家之寶樹	東晉謝安曾稱贊其侄謝玄為“吾家之寶樹”。意為家族里出類拔萃的人才。
113.孟氏之芳鄰	傳說孟子的母親為了使孟子有良好的環境來培養他的品德和學問，曾三次搬家尋找好鄰居。王勃在這里是說，自己是在良好的環境中長大的。
113.趨庭	快步走過庭院。
113.叨	慚愧，表示自謙。
113.鯉對	孔子曾在其子孔鯉走過庭前時對他進行教育。后人稱回答長輩的教誨為“鯉對”。這里王勃用以指自己不久將到父親身邊聆聽教誨。
113.捧袂	捧著衣袖，形容恭敬的樣子。
113.龍門	地名，在今山西稷山縣西北。黃河流經龍門山時，從山中開出一道通路，狀似門闕，稱為龍門。民間傳說鯉魚躍過龍門則化為龍。后人常用龍門比喻人德高望重。這里是王勃指自己被閻都督邀請，十分感激喜悅，好像依傍了龍門。
113.楊意	即楊得意。漢武帝時宮廷中的狗監。西漢辭賦家司馬相如便是由他推薦給漢武帝的。
113.凌云	這里指司馬相如的賦。據說司馬相如的賦使漢武帝讀后有飄飄然凌云之感。
113.鐘期	即鐘子期。傳說中的古代懂琴音的人。有名的琴師伯牙把他當作唯一知音。所以后人用鐘期作為知己的代稱。
113.流水	據說伯牙鼓琴“志在流水”，鐘期便說“洋洋兮若江河”。
113.蘭亭	在會稽郡山陰縣（今浙江紹興）。東晉王羲之等曾在這里舉行宴集。
113.梓澤	西晉石崇所建的金谷園的別稱，故址在今河南洛陽。
113.坵墟	意為變為廢墟。
113.疏	條陳、撰寫的意思。
113.引2	引言，指這篇序。
113.四韻	指下面的八句詩。
113.佩玉鳴鸞	佩玉是古代士大夫的一種玉制衣飾，走路時，玉與玉相碰，發出音響。鳴鸞，車上鸞鈴的聲音。
113.罷	全句指宴罷客散，歌舞停歇。
114.萬戶侯	漢代制度，列侯食邑，大者萬戶，小者五六百戶。“萬戶侯”即食邑萬戶的侯。
114.景慕	景仰、傾慕。
114.一	竟。
114.周公	西周初年的政治家，姓姬名旦，是周武王的弟弟。因封地在周（今陜西岐山東北），稱為周公。他很重視挑選任用有才能的人。
114.躬	身體，這里是親身實行的意思。
114.吐握	吐哺和握發。《史記·魯周公世家》記載，周公說：“我一沐三捉發，一飯三吐哺（bǔ，口里嚼著的食物），起以待士，猶恐失天下之賢人。”后常用來比喻禮賢下士或為招攬人才而操心忙碌。
114.登龍門	傳說鯉魚躍龍門就能變化成龍，故以龍門喻德高望重的人。得其接引而提高聲譽，叫做登龍門。
114.龍蟠鳳逸	這里比喻有才能的人待時而動，就像龍那樣盤旋，像鳳那樣起飛。蟠（pán），盤旋。逸，奔跑，這里是飛翔的意思。
114.君侯	對韓朝宗的敬稱。
114.驕	作動詞用，傲視。
114.毛遂	戰國時趙國平原君趙勝的門客，三年默默無聞。后秦國圍趙國都邯鄲，趙國派平原君到楚國求救，毛遂以“錐處囊中”作比喻，自薦前往，在與楚懷王的談判中，由于他直陳利害，才促成了談判。
114.穎脫而出	這是毛遂用的比喻，“使遂蚤（早）處囊中，乃穎脫而出”。意思是錐子放在口袋里，就會露出它的尖端來，比喻有才能的人一有機會就能表現自己。
114.隴西	郡名，治所在甘肅隴西縣南。按隴西成紀（今甘肅天水）是李白的祖籍，而不是他的故鄉。
114.布衣	指平民。
114.楚漢	春秋戰國時，楚國的中心地域位于漢水流域，即今湖北省。
114.干	求，這里是謁見的意思。
114.雄	超過。
114.王、公、大人	泛指高級官僚。
114.疇曩	往昔。
114.心跡	存心與行事。
114.盡	這里是全部傾吐出來的意思。
114.制作	這里指建立的功業，后面的“制作”指文章、著述。
114.侔	相等。
114.參	參與。
114.造化	創造、化育。
114.開張心顏	即開心張顏，意思是和顏悅色真誠相待。
114.長揖	古代賓主以平等身份相見時所行的禮。
114.見	被。
114.清談	指高雅的言談。
114.倚馬可待	比喻文思敏捷。典出自《世說新語·文學》。東晉桓溫北征，因立即要寫一份文書，喚袁虎（一作“宏”）起草，袁虎倚在馬前，手不停筆，一下就寫了七張紙，又快又好。
114.司命	古星名，迷信的人認為它主宰生死、賞罰、善惡。這里指品定文章的最高權威。
114.權衡	稱物輕重的器具。權，稱砣。衡，秤桿。引申為衡量的標準。
114.品題	品評人物，定其高下。
114.盈	滿。
114.王子師	（137年—192年）名允，東漢太原祁縣（今屬山東）人。漢靈帝時任豫州刺史，漢獻帝即位，任司徒，后與呂布密謀誅殺董卓，不久被董卓部將李莈、郭汜所殺。
114.未下車	這里指未到任；下句的“既下車”意思是上任后。
114.辟	任用。
114.荀慈明	東漢人，名爽，一名谞，官至司空。
114.孔文舉	名融，東漢魯（今山東曲阜）人，孔子后代。漢獻帝時為北海相，立學校，后為太中大夫，被曹操所殺。
114.山濤	字巨源，西晉名士，“竹林七賢”之一，曾任冀州刺史，又任吏部尚書，選舉官吏，能得人才。
114.侍中	官名，漢代為加官，在皇帝左右侍應雜事。后權力逐漸增大，到南北朝以后，實際就是宰相，唐代一度改稱左相。
114.尚書	官名，隋唐置尚書省，下設吏、戶、禮、兵、刑、工六部，六部長官為尚書。
114.嚴協律	據說即嚴武，但史書并沒有記載他做過協律郎。
114.秘書郎	官名，掌管圖書經籍。
114.崔宗之	唐代人，名成輔。襲封齊國公，歷任左司郎中、侍御史，后貶官金陵。曾與李白交游。
114.房習祖、黎昕、許瑩	唐代人，生平不詳。
114.銜恩	即不忘提拔之恩。
114.撫躬	意思是自己追思身世。
114.推赤心于諸賢之腹中	即對賢人推心置腹的意思。
114.國士	對韓朝宗的尊稱。
114.堯舜	傳說中的原始社會末期部落聯盟的首領，被后人尊為聖王。
114.謨猷	謀劃。
114.矜	矜持。這里是自負才能的意思。
114.卷軸	古代在紙或帛上寫詩作文，然后卷在軸上，就是一卷。
114.塵穢視聽	玷污了您的耳目，這是請別人看自己文章的自謙說法。
114.芻蕘	指割草打柴的人，后多指草野之人。這里是李白對自己的謙稱。
114.庶	表示推測之詞，有“或許”的意思。
114.青萍	寶劍名。
114.結綠	美玉名。
114.薛	薛燭，春秋時越國人，善相劍。
114.卞	卞和，春秋時楚國人，善識玉，曾在荊山得璞玉，先后獻給楚厲王、楚武王，被認為以石充玉，欺騙國君，砍掉了兩足；后楚文王派匠人打磨璞玉，果然是一塊好玉，稱“和氏之璧”。
115.逆旅	客舍。
115.浮生	人生短促，飄浮無定。
115.秉燭夜游	指人生短暫，應該及時行樂。秉，拿。
115.良	確實。
115.以	原因。
115.煙景	指春天煙霧朦朧的秀麗景色。
115.大塊	天地，這里指大自然。
115.文章	指錦繡河山。
115.序	通“敘”。這里是暢談的意思。
115.天倫	舊指父子、兄弟等親屬關系。這里指兄弟關系。
115.群季	諸弟。季，古代兄弟按年齡排行，稱伯、仲、叔、季。
115.惠連	指謝惠連。南朝文學家。十歲能作詩文。是當時著名詩人謝靈運的族弟，時稱他們為“大小謝”。作者在這里贊美諸弟都有謝惠連的才華。
115.康樂	謝靈運襲封康樂公，世稱謝康樂。作者自謙無靈運之才。
115.清	清雅。
115.瓊筵	華貴的筵席。
115.飛羽觴	比喻杯盞交錯，開懷痛飲。羽觴，古代的一種雙耳酒杯。
115.金谷	園名。晉人石崇建金谷園，宴客賦詩，凡不能寫詩的，罰酒三杯。
116.浩浩	遼闊廣大的樣子。
116.垠	邊際。
116.夐	空曠。
116.縈帶	像帶子一樣環繞著。縈，環繞。
116.糾紛	交錯雜亂的樣子。
116.黯	暗淡無光。
116.慘悴	凄慘憂傷。
116.曛	落日的余光。這里指天色昏暗不明。
116.蓬	草名。枯后根斷，遇風飛旋，又名飛蓬。
116.鋌	快跑。
116.亭長	秦漢制度，十里一亭，設亭長一人，掌捕劾盜賊。唐代亭長是地方上掌管治安和傳達禁令的小官吏。
116.三軍	春秋時諸侯大國多設有左、中、右三軍。
116.齊魏	與下文荊韓都是戰國時的大國。這里代指戰國時代。
116.徭	勞役。
116.戍	守邊。
116.荊	即楚國。
116.召募	指招募兵員。
116.暴	這個字今寫作“曝”，指日曬。
116.露	指露宿野外。
116.腷臆	郁悶的心情。
116.事	指征伐用兵之事。
116.夷	指邊疆的少數民族。
116.中州	指中原地區。
116.斁	敗壞。
116.戎夏	指中原及邊境各民族。戎，指邊疆少數民族。夏，指中原民族。
116.文教	舊稱用以統治天下的典章制度，如禮、樂等。
116.失宣	不提倡。
116.奇	指奇詭的計謀。
116.王道	古代儒家所宣揚的用仁義禮樂治理天下的辦法。
116.迂闊	迂遠而不切實際。
116.胡	古代對北方、西方各少數民族的通稱。
116.伺便	乘機。
116.期門	漢武帝外出，必與禁中侍衛及北地良家子能騎射者期（約會）于殿門，所以把執兵器護送的人叫做“期門”。這里指軍門，兵營的大門。
116.旄旗	用旄牛尾裝飾的旗子。這里泛指軍旗。
116.回	這里是來回奔跑的意思。
116.組練	本指戰士所穿的兩種衣甲，引申為軍隊。
116.鏃	箭頭。
116.主客	指敵我雙方。
116.眩	迷亂。
116.析	這里是崩裂的意思。
116.窮陰	天色很陰沉。
116.凝閉	濃云密布。
116.海隅	海角，這里指邊地。
116.脛	小腿。
116.鷙鳥	兇猛的鳥。
116.休巢	歇巢不出。
116.踟躕	徘徊不前。此指畏寒而不前。
116.繒纊	指絲和棉做成的衣服。繒，絲織品的總稱。纊，棉絮。
116.憑陵	依憑。
116.剪	剪徑，搶掠。
116.徑截	恣意截擊。
116.輜重	軍用物資的統稱。
116.都尉	武官名。與下文“將軍”都是泛指武官。
116.港	河。
116.窟	孔穴。
116.蹙	迫近，此指兩軍相接。
116.礫	碎石。
